Title,manifest_url,canvas_number,image_url,City,Country,wkt,Date,Month,Year,Journal Type,notice,pre_1900,gender (M/F/NA),photographic? (yes/no),"vêtement (chair, costume, accessoire)","altérité (distance, performance, normatif)",bugs (x si pas sûr que léopard),tags
National Geographic Society,https://iiif.unige.ch/dhportal/ug701148/manifest,130,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/e3789e5a72fc974a7f63739bdc16697a8031f121.pdf;131/0,103,1040,1690/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.03.1984,3,1984,Geography,,no,M,yes,accessoire,distance,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug701617/manifest,58,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/6fd02a42b33b77f261359b38649cf763b38d5ccc.pdf;59/0,132,934,1851/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.05.1985,5,1985,Geography,,no,M,yes,costume,distance,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug762461/manifest,107,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/0a630f930a224d2722493adcc64608bb26a807e4.pdf;108/190,1620,1142,931/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.06.1986,6,1986,Geography,,no,M,yes,accessoire,distance,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug762461/manifest,106,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/0a630f930a224d2722493adcc64608bb26a807e4.pdf;107/113,2280,1187,773/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.06.1986,6,1986,Geography,,no,M,yes,accessoire,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug762461/manifest,107,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/0a630f930a224d2722493adcc64608bb26a807e4.pdf;108/569,2344,847,599/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.06.1986,6,1986,Geography,,no,M,yes,accessoire,normatif,,
Canta Rock,https://iiif.unige.ch/dhportal/ug8045964/manifest,4,"https://iiif.unige.ch/iiif/2/fedora_ug8063153;5/582,401,505,394/full/0/default.jpg",Buenos Aires,Argentina,POINT(-58.381944444444 -34.599722222222),01.06.1987,6,1987,Photography,,no,M,yes,costume,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug717869/manifest,115,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/fb410ceebe6669d9892d2251b6457bc51c656015.pdf;116/1019,580,1001,1351/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.10.1987,10,1987,Geography,,no,F,yes,accessoire,distance,,
Canta Rock,https://iiif.unige.ch/dhportal/ug8011082/manifest,32,"https://iiif.unige.ch/iiif/2/fedora_ug8045186;33/481,1215,368,257/full/0/default.jpg",Buenos Aires,Argentina,POINT(-58.381944444444 -34.599722222222),01.10.1987,10,1987,Photography,,no,NA,yes,accessoire,normatif,,
Labod,https://iiif.unige.ch/dhportal/ug1959929/manifest,9,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/f75ec0fc643529a15df08825bc45f9c50ccd5a0b.pdf;10/462,36,362,460/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),01.01.1988,na,1988,News,,no,F,yes,costume,normatif,,
Savinjske novice,https://iiif.unige.ch/dhportal/ug1829665/manifest,4,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/e28a3e86ac7e8a4f0b4173ea657293a3a219d835.pdf;5/617,771,268,649/full/0/default.jpg",Mozirje,Slovenia,POINT(14.961819709 46.339847706),01.01.1988,na,1988,News,,no,F,yes,costume,normatif,,
Občinski poročevalec: glasilo občine Domžale,https://iiif.unige.ch/dhportal/ug1806217/manifest,1,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/1d60d9063a7cc56f1b3cdecfabe8f3f9855bd5fe.pdf;2/683,1717,246,402/full/0/default.jpg",Domžale,Slovenia,POINT(14.6 46.133333333333),01.04.1988,4,1988,News,,no,F,yes,costume,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug640108/manifest,105,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/734a6be6cb9546707867f237d72a414e0d2ac151.pdf;106/1142,226,504,782/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.09.1988,9,1988,Geography,,no,M,yes,costume,distance,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug639817/manifest,80,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/e5694ce09f04cbca92fce62429fdfeb71cc4bdc2.pdf;81/1061,0,959,1985/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.11.1988,11,1988,Geography,,no,NA,yes,accessoire,distance,,
Vezilo,https://iiif.unige.ch/dhportal/ug1641019/manifest,1,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/e3d2a788357e65d43d9be52552a060587e5b7544.pdf;2/361,443,267,329/full/0/default.jpg",Metlika,Slovenia,POINT(15.31417 45.64722),20.12.1989,12,1989,News,,no,F,yes,costume,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug608614/manifest,143,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/5cf3b5353f5df700603f538c36c1a6ab2aeff5fe.pdf;144/767,1846,574,1077/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.03.1990,3,1990,Geography,,no,F,yes,costume,distance,,
Apsi,https://iiif.unige.ch/dhportal/ug2896751/manifest,45,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/chile/1uSPcUF3QliHQgJgiNTQSkAmjNxwtL9yb.pdf;46/251,356,508,681/full/0/default.jpg",Santiago,Chile,POINT(-70.65 -33.4375),23.05.1990,5,1990,,,no,F,yes,costume,normatif,,
Tribuna: študentski časopis,https://iiif.unige.ch/dhportal/ug2356284/manifest,35,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/c5af9d2d4ad489002880fce664046672698b88b6.pdf;36/235,480,723,484/full/0/default.jpg",Ljubljana,Slovenia,POINT(14.516666666667 46.05),01.01.1991,na,1991,News,,no,F,yes,costume,normatif,,
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2467953/manifest,15,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3314970c093ef4db60b0490d02ca130bd8223a92.pdf;16/843,1646,498,633/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),31.01.1991,1,1991,News,,no,F,yes,costume,normatif,,
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2499839/manifest,21,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/a6389c2c0f000559deb43e703f391a99f637c7bb.pdf;22/1077,1181,507,523/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),07.02.1991,2,1991,News,,no,F,yes,chair,performance,,
Tednik,https://iiif.unige.ch/dhportal/ug2326990/manifest,17,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/49e58fb629da5963f95b40f243abc0a48bbe74a9.pdf;18/309,1117,827,517/full/0/default.jpg",Ptuj,Slovenia,POINT(15.871388888889 46.418611111111),07.02.1991,2,1991,News,,no,F,yes,chair,performance,,
Nova doba,https://iiif.unige.ch/dhportal/ug2515095/manifest,12,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/7cb97858324c5440d4a3753dee660dc3fcb0f237.pdf;13/1149,465,495,698/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),13.02.1991,2,1991,News,,no,F,yes,chair,performance,,wow
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2508080/manifest,16,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/fb7e93ef24bcacb94f696cccd7be9da80c127cba.pdf;17/1115,655,400,540/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),07.03.1991,3,1991,News,,no,F,yes,costume,normatif,,
Dolenjski list,https://iiif.unige.ch/dhportal/ug2332756/manifest,5,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/0b55da8dccd53d7e9b7ad023b8fc4ca67019874e.pdf;6/70,493,268,381/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),28.06.1991,6,1991,News,,no,F,yes,costume,normatif,,
Nova doba,https://iiif.unige.ch/dhportal/ug2412790/manifest,17,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/f28e31a666a40c7c0aa2ca5ba05238b52e6c58de.pdf;18/1044,145,245,415/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),28.08.1991,8,1991,News,,no,F,yes,costume,performance,,
Apsi,https://iiif.unige.ch/dhportal/ug2871950/manifest,31,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/chile/17zkTklgqVEj5Wbfi8sDksIAlHbDWzF2S.pdf;32/488,212,144,199/full/0/default.jpg",Santiago,Chile,POINT(-70.65 -33.4375),09.09.1991,9,1991,,,no,F,yes,costume,normatif,,
Apsi,https://iiif.unige.ch/dhportal/ug2896129/manifest,3,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/chile/1BIBd3kgKvrAacI2jfwKy4xTUCruRxIRq.pdf;4/213,231,384,583/full/0/default.jpg",Santiago,Chile,POINT(-70.65 -33.4375),01.05.1992,5,1992,,,no,M,yes,chair ,performance,,wow
Apsi,https://iiif.unige.ch/dhportal/ug2873766/manifest,58,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/chile/1G-FZy7cRTLNMZIKX_TNB2PYuxFEm3h9f.pdf;59/207,229,388,586/full/0/default.jpg",Santiago,Chile,POINT(-70.65 -33.4375),04.05.1992,5,1992,,,no,M,yes,chair,performance,,wow
National Geographic Society,https://iiif.unige.ch/dhportal/ug799703/manifest,58,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/4d763a2ca823222a9b194a219753def28dcdf1de.pdf;59/0,657,1324,976/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.06.1992,6,1992,Geography,,no,F,yes,costume,normatif,,
Fierro,https://iiif.unige.ch/dhportal/ug8005011/manifest,20,"https://iiif.unige.ch/iiif/2/fedora_ug8032212;21/387,576,309,182/full/0/default.jpg",Buenos Aires,Argentina,POINT(-58.381944444444 -34.599722222222),01.09.1992,9,1992,Comics,,no,M,no,chair,performance,,
Con V de Vian,https://iiif.unige.ch/dhportal/ug8079833/manifest,21,"https://iiif.unige.ch/iiif/2/fedora_ug8051047;22/421,915,333,539/full/0/default.jpg",Buenos Aires,Argentina,POINT(-58.381944444444 -34.599722222222),01.10.1992,10,1992,Counterculture,,no,F,yes,chair,performance,,
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2578145/manifest,10,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3ddecedcddda2df69fade58c98ab6f766c6dfc9a.pdf;11/797,1310,238,722/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),23.10.1992,10,1992,News,,no,F,yes,costume,normatif,,
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2588964/manifest,16,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/ba9ee68bf96c554cdecb2f808c3d265045463faa.pdf;17/3,1738,261,537/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),19.11.1992,11,1992,News,,no,F,yes,costume,normatif,,
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2610810/manifest,4,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/93246a9dc7140e6c5ffe3e0e87537ebf66caa817.pdf;5/8,1453,497,336/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),08.12.1992,12,1992,News,,no,FM,yes,accessoire,normatif,,
Naš čas,https://iiif.unige.ch/dhportal/ug2444052/manifest,10,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/d8ec0f5f9ab816274c0ceedb01f34fd15284e2c5.pdf;6/649,1985,537,480/full/0/default.jpg",Velenje,Slovenia,POINT(15.116666666667 46.366666666667),17.06.1993,6,1993,News,,no,F,yes,chair,performance,,
Naš čas,https://iiif.unige.ch/dhportal/ug2857739/manifest,10,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/d8ec0f5f9ab816274c0ceedb01f34fd15284e2c5.pdf;6/649,1985,537,480/full/0/default.jpg",Velenje,Slovenia,POINT(15.116666666667 46.366666666667),17.06.1993,6,1993,News,,no,F,yes,chair,performance,,duplicate
Naš čas,https://iiif.unige.ch/dhportal/ug2444052/manifest,11,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/d8ec0f5f9ab816274c0ceedb01f34fd15284e2c5.pdf;6/649,1985,537,480/full/0/default.jpg",Velenje,Slovenia,POINT(15.116666666667 46.366666666667),17.06.1993,6,1993,News,,no,F,yes,chair,performance,,duplicate
Naš čas,https://iiif.unige.ch/dhportal/ug2857739/manifest,11,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/d8ec0f5f9ab816274c0ceedb01f34fd15284e2c5.pdf;6/649,1985,537,480/full/0/default.jpg",Velenje,Slovenia,POINT(15.116666666667 46.366666666667),17.06.1993,6,1993,News,,no,F,yes,chair,performance,,duplicate
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2769609/manifest,68,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3069af59cd2d3a90955f8eeae43025720cb8998f.pdf;35/1073,186,156,237/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),29.06.1993,6,1993,News,,no,F,yes,costume,normatif,,
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2435161/manifest,68,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3069af59cd2d3a90955f8eeae43025720cb8998f.pdf;35/1073,186,156,237/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),29.06.1993,6,1993,News,,no,F,yes,costume,normatif,,duplicate
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2769609/manifest,69,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3069af59cd2d3a90955f8eeae43025720cb8998f.pdf;35/1073,186,156,237/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),29.06.1993,6,1993,News,,no,F,yes,costume,normatif,,duplicate
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2435161/manifest,69,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3069af59cd2d3a90955f8eeae43025720cb8998f.pdf;35/1073,186,156,237/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),29.06.1993,6,1993,News,,no,F,yes,costume,normatif,,duplicate
National Geographic Society,https://iiif.unige.ch/dhportal/ug774434/manifest,25,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/7f295b6e878e42d954bf0ec207773d19d9e364d6.pdf;26/88,1139,1804,1219/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.07.1993,7,1993,Geography,,no,F,yes,accessoire,normatif,,
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2715510/manifest,36,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/9fb8951408db3a8e828fe83ccc352e2e0421c0d7.pdf;19/281,249,522,1014/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),05.08.1993,8,1993,News,,no,F,yes,costume,normatif,,
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2406202/manifest,36,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/9fb8951408db3a8e828fe83ccc352e2e0421c0d7.pdf;19/281,249,522,1014/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),05.08.1993,8,1993,News,,no,F,yes,costume,normatif,,duplicate
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2715510/manifest,37,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/9fb8951408db3a8e828fe83ccc352e2e0421c0d7.pdf;19/281,249,522,1014/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),05.08.1993,8,1993,News,,no,F,yes,costume,normatif,,duplicate
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2406202/manifest,37,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/9fb8951408db3a8e828fe83ccc352e2e0421c0d7.pdf;19/281,249,522,1014/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),05.08.1993,8,1993,News,,no,F,yes,costume,normatif,,duplicate
Dolenjski list,https://iiif.unige.ch/dhportal/ug2792496/manifest,30,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/25eda8f9a676177b27352296998f042c63cd1d71.pdf;16/32,63,301,416/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),23.09.1993,9,1993,News,,no,F,yes,costume,normatif,,
Dolenjski list,https://iiif.unige.ch/dhportal/ug2369078/manifest,30,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/25eda8f9a676177b27352296998f042c63cd1d71.pdf;16/32,63,301,416/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),23.09.1993,9,1993,News,,no,F,yes,costume,normatif,,duplicate
Dolenjski list,https://iiif.unige.ch/dhportal/ug2792496/manifest,31,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/25eda8f9a676177b27352296998f042c63cd1d71.pdf;16/32,63,301,416/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),23.09.1993,9,1993,News,,no,F,yes,costume,normatif,,duplicate
Dolenjski list,https://iiif.unige.ch/dhportal/ug2369078/manifest,31,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/25eda8f9a676177b27352296998f042c63cd1d71.pdf;16/32,63,301,416/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),23.09.1993,9,1993,News,,no,F,yes,costume,normatif,,duplicate
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2546191/manifest,20,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/8d788d53fbe803df1ee5d02e369de581474cc238.pdf;11/816,1799,263,364/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),28.09.1993,9,1993,News,,no,M,yes,chair,normatif,,
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2750989/manifest,20,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/8d788d53fbe803df1ee5d02e369de581474cc238.pdf;11/816,1799,263,364/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),28.09.1993,9,1993,News,,no,M,yes,chair,normatif,,duplicate
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2750989/manifest,21,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/8d788d53fbe803df1ee5d02e369de581474cc238.pdf;11/816,1799,263,364/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),28.09.1993,9,1993,News,,no,M,yes,chair,normatif,,duplicate
Gorenjski glas,https://iiif.unige.ch/dhportal/ug2546191/manifest,21,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/8d788d53fbe803df1ee5d02e369de581474cc238.pdf;11/816,1799,263,364/full/0/default.jpg",Kranj,Slovenia,POINT(14.35561 46.23887),28.09.1993,9,1993,News,,no,M,yes,chair,normatif,,duplicate
Apsi,https://iiif.unige.ch/dhportal/ug2901327/manifest,38,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/chile/1kyx1cWsssdgXAOPZ1BaBo0-WQykQpq2x.pdf;39/361,8,414,311/full/0/default.jpg",Santiago,Chile,POINT(-70.65 -33.4375),25.07.1994,7,1994,,,no,F,yes,costume,normatif,,
Apsi,https://iiif.unige.ch/dhportal/ug2872780/manifest,14,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/chile/17K_6tERgZJg1IdWSFTjVkVlZ_CSI5tt1.pdf;15/258,493,278,576/full/0/default.jpg",Santiago,Chile,POINT(-70.65 -33.4375),28.11.1994,11,1994,,,no,M,yes,costume,performance,,wow
Dolenjski list,https://iiif.unige.ch/dhportal/ug2403574/manifest,20,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/05deea6dba0d71ba738961bd1686093cd3419bd6.pdf;21/1162,859,188,246/full/0/default.jpg",Novo mesto,Slovenia,POINT(15.162777777778 45.798055555556),16.03.1995,3,1995,News,,no,F,yes,costume,normatif,,
China Screen,https://iiif.unige.ch/dhportal/ug8010003/manifest,0,"https://iiif.unige.ch/iiif/2/fedora_ug8065366/14,16,818,823/full/0/default.jpg",Beijing,People's Republic of China,POINT(116.407526 39.90403),01.06.1995,6,1995,Cinema,,no,M,yes,costume,distance,,asie
National Geographic Society,https://iiif.unige.ch/dhportal/ug817624/manifest,28,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/562dd7e11319a1478382e4d3a6983835fc8b6387.pdf;29/163,683,834,1219/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.07.1995,7,1995,Geography,,no,M,yes,accessoire,distance,,
Tednik,https://iiif.unige.ch/dhportal/ug2505548/manifest,4,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/88c2bd5a311698e8ff73653596e162e3a1edbeba.pdf;5/1019,291,632,552/full/0/default.jpg",Ptuj,Slovenia,POINT(15.871388888889 46.418611111111),03.08.1995,8,1995,News,,no,F,yes,costume,normatif,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug666417/manifest,66,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/95beec3ddcab5dfcdd54ae8b61c011286f970a37.pdf;67/224,226,1796,2403/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.09.1995,9,1995,Geography,,no,F,yes,costume,distance,,
Sección Áurea,https://iiif.unige.ch/dhportal/ug8068905/manifest,33,"https://iiif.unige.ch/iiif/2/fedora_ug8005686;34/297,2884,3091,1438/full/0/default.jpg",Buenos Aires,Argentina,POINT(-58.381944444444 -34.599722222222),01.09.1995,9,1995,Art Journal,,no,NA,no,accessoire,normatif,,
Novi tednik NT&RC,https://iiif.unige.ch/dhportal/ug2404656/manifest,28,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/5d9d31e6a89d49ce683a9c802fabcaa1c4365993.pdf;29/6,625,478,405/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),28.09.1995,9,1995,News,,no,F,no,costume,normatif,,
Misli,https://iiif.unige.ch/dhportal/ug2422870/manifest,13,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/de2fe5a207a263f3530f527be1fa782824fa47e0.pdf;14/581,1031,342,250/full/0/default.jpg",Sydney,Australia,POINT(151.21 -33.867777777777775),01.01.1996,1,1996,News,,no,F,yes,costume,normatif,,
Zasavc,https://iiif.unige.ch/dhportal/ug2448445/manifest,10,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/bd4635c2a184c94abff583920a2136f25efab271.pdf;11/587,918,259,269/full/0/default.jpg",Laško,Slovenia,POINT(15.238617 46.156303),15.02.1996,2,1996,News,,no,M,yes,accessoire,normatif,,
Naš čas,https://iiif.unige.ch/dhportal/ug2534505/manifest,12,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/60c50228b4ff374e7f9e696fa5444586dd42e290.pdf;13/1121,239,297,447/full/0/default.jpg",Velenje,Slovenia,POINT(15.116666666667 46.366666666667),13.06.1996,6,1996,News,,no,F,yes,costume,normatif,,
Nove novice z ribniško-kočevskega konca,https://iiif.unige.ch/dhportal/ug2337968/manifest,22,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/aae330150ebed64341c99a5f2a5afa531e643204.pdf;23/665,951,463,594/full/0/default.jpg",Ribnica,Slovenia,POINT(14.727022808 45.738607241),05.11.1996,11,1996,News,,no,F,yes,costume,normatif,,
Cinkarnar,https://iiif.unige.ch/dhportal/ug1169185/manifest,18,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/61cbc5ee8ef920b3c7c9c13b541a03d269b78f6a.pdf;19/822,233,344,362/full/0/default.jpg",Celje,Slovenia,POINT(15.264128741 46.22909194),01.01.1997,na,1997,News,,no,F,yes,costume,normatif,,
Delo - življenje,https://iiif.unige.ch/dhportal/ug1146252/manifest,9,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/7fb5e548a9ea348096e688595529cdf9ddf37978.pdf;10/608,479,568,395/full/0/default.jpg",Žiri,Slovenia,POINT(14.108283 46.046019),01.01.1997,na,1997,News,,no,F,yes,costume,normatif,,
Glas Slovenije,https://iiif.unige.ch/dhportal/ug1140231/manifest,4,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/98d5f5859e9cde971e43323a3e1b1c6a8dfa24d4.pdf;5/75,157,525,647/full/0/default.jpg",Canberra,Australia,POINT(149.12694444444 -35.293055555556),01.01.1997,na,1997,News,,no,F,yes,costume,normatif,,
Le Vieux Montmartre,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9603421r/manifest.json,37,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9603421r/f38/382,518,2049,1203/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1997,na,1997,Art History,,no,F,yes,costume,normatif,,
Glas Savinjske,https://iiif.unige.ch/dhportal/ug1131712/manifest,25,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/ce5ac940364544b8854ab06cc265a6c3146401a4.pdf;26/415,9,783,893/full/0/default.jpg",Ljubljana,Slovenia,POINT(14.516666666667 46.05),15.01.1997,1,1997,News,,no,F,yes,costume,normatif,,
Tednik,https://iiif.unige.ch/dhportal/ug1229623/manifest,8,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/bf20a3fa2760a38b51e6bf6b3d4a5a2d33721fa5.pdf;9/594,2017,257,357/full/0/default.jpg",Ptuj,Slovenia,POINT(15.871388888889 46.418611111111),16.01.1997,1,1997,News,,no,F,yes,costume,normatif,,
Ameriška domovina,https://iiif.unige.ch/dhportal/ug1099029/manifest,12,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/3f05494c03a5482a2a617d219cbc5ff5613de76d.pdf;13/165,93,681,483/full/0/default.jpg",Cleveland,United States of America,POINT(-81.669722222222 41.482222222222),06.02.1997,2,1997,News,,no,F,yes,costume,normatif,,
Glas Savinjske,https://iiif.unige.ch/dhportal/ug1130215/manifest,29,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/slovenia/8e9e2b3d3de1e302b92a1f7c83cb0c90f7248edc.pdf;30/627,358,569,618/full/0/default.jpg",Ljubljana,Slovenia,POINT(14.516666666667 46.05),26.02.1997,2,1997,News,,no,M,yes,costume,performance,,
